measurement_id,sequence_id,label_id,label,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
0,0,3,Circular stir,-13.500000000000004,-129.09999999999994,147.9,0.99,-0.6700000000000004,1.06
0,1,3,Circular stir,4.609262909502599,-208.66742392186725,200.05395277137356,1.425079910481122,0.134448541632078,0.6810056537560627
0,2,3,Circular stir,30.025088221777573,-77.45089623392336,30.64448765959868,1.3198004510684542,0.7827451006972396,0.9668017100935546
0,3,3,Circular stir,21.837297396553737,66.54927928613739,28.06707707778454,1.852350861938934,-0.1202937289671255,-0.2461961673006192
0,4,3,Circular stir,-33.16446298495277,99.88532079634714,29.18940695509683,1.3181434197288324,-1.4111436678943845,-1.606080541425194
0,5,3,Circular stir,-45.324779627010734,-10.464825554453578,-112.3487735071169,-0.5394488416869566,-0.3766828968413899,-1.6317410240674766
0,6,3,Circular stir,38.81123787063586,-87.09228955449466,-77.17695690920851,-0.9062016578524524,0.6692045256626408,-0.7026062003594161
0,7,3,Circular stir,98.60205808839628,45.022537243753625,101.2719914057862,0.037516722068184,-0.9264323009095132,0.9233825079575853
0,8,3,Circular stir,28.992971053431912,119.83642551968654,118.41165264113452,-0.1008790505796897,-1.5014453163877877,1.4461209800410797
0,9,3,Circular stir,-64.98670987617636,-20.438173890758563,73.79980831511261,-1.3195047716849166,0.95268187239636,-0.2117364114833138
0,10,3,Circular stir,-59.68692738975008,-57.00284180559986,96.143639640935,-2.2223359020327997,2.386064651111653,-1.2970672812022712
0,11,3,Circular stir,5.276180739594035,20.91093542877039,65.69106646078518,-1.34856226820742,1.5382941994574093,-0.9380151965596352
0,12,3,Circular stir,46.61864769207585,-30.35902589350576,-13.76705497473291,0.816971773630936,0.9558354586753888,-1.1878683924515874
0,13,3,Circular stir,24.2321226867526,-14.535322892150782,-86.12270574838315,0.5341555984609926,0.6963277063510714,-0.7541522210108978
0,14,3,Circular stir,-55.93442142195732,155.51647432369242,-166.63715570231102,-2.287195490312728,0.5123198685971572,1.4237554276937128
0,15,3,Circular stir,-99.98488146616393,183.4340091048284,-159.22216370796596,-2.4898731889847765,1.3998700187945334,1.856679206560612
0,16,3,Circular stir,-42.96504127396248,128.03885130127398,-74.13352579186527,0.0962790925895133,2.058908060274917,0.200634343597554
0,17,3,Circular stir,18.994868601229975,126.3934486467017,-106.3499933730632,1.327451400445576,1.6698387241832635,0.3617427645908114
0,18,3,Circular stir,-5.789598377688281,-30.12508993925716,-172.48007365345643,1.551732052458248,1.6337274765819634,1.656734981170313
0,19,3,Circular stir,-56.44933010306209,-202.3416518643274,-36.947522222001794,1.271501231413108,1.0498972485199067,1.08520200342426
0,20,3,Circular stir,-46.10000000000001,-100.80000000000004,134.79999999999998,-1.28,-0.4499999999999998,0.4399999999999998
0,21,3,Circular stir,19.231417874095165,-10.415464871421186,65.63726715073324,-2.775830515985479,0.2314178275748749,1.4294613769845257
0,22,3,Circular stir,58.59232667595741,-83.51928546005244,-89.4962451642187,-0.264351861171014,1.7700060489540623,1.3249057342319726
0,23,3,Circular stir,19.42691017878644,-36.44437690244023,-80.39748450309395,1.2947246633270295,-0.2046915269795527,-0.8182484078617835
0,24,3,Circular stir,-14.812003760324918,41.54159125526853,-38.54456417111437,-0.5230203843742934,-2.4769200554498427,-1.868762408874868
0,25,3,Circular stir,43.23837523630363,-28.990474412772084,-110.04863206218,-1.388706415711172,-0.8785594423117669,-0.8965422709682721
0,26,3,Circular stir,101.2151880588956,-66.03864437967701,-77.50938658238789,-0.3369892343584984,0.301229396382856,-0.1831404545776364
0,27,3,Circular stir,64.45573993694565,-88.23380838581768,109.87030004187106,0.7087588130075306,-1.139558161048941,0.1819795241031901
0,28,3,Circular stir,-2.6506457892929483,-120.55360843990206,82.10245421575033,1.7932306003548728,-0.8476427185134072,1.3747215485039173
0,29,3,Circular stir,-48.87704055787594,65.58066544112314,-134.22484468875703,1.4771700799693872,0.5768440127366784,1.506428645458658
0,30,3,Circular stir,-71.21157533223722,166.918745433089,-79.20561626123228,-0.7293208329661962,-0.5768249858987617,-0.1955624017576237
