path,label,label_id
../data/audio/go/004ae714_nohash_0.wav,go,0
../data/audio/go/0132a06d_nohash_2.wav,go,0
../data/audio/go/0137b3f4_nohash_0.wav,go,0
../data/audio/go/0137b3f4_nohash_2.wav,go,0
../data/audio/go/0137b3f4_nohash_3.wav,go,0
../data/audio/go/0137b3f4_nohash_4.wav,go,0
../data/audio/go/016e2c6d_nohash_0.wav,go,0
../data/audio/go/016e2c6d_nohash_2.wav,go,0
../data/audio/go/01bb6a2a_nohash_3.wav,go,0
../data/audio/go/01bb6a2a_nohash_4.wav,go,0
../data/audio/go/022cd682_nohash_0.wav,go,0
../data/audio/go/023a61ad_nohash_1.wav,go,0
../data/audio/go/023a61ad_nohash_2.wav,go,0
../data/audio/go/026290a7_nohash_0.wav,go,0
../data/audio/go/02746d24_nohash_0.wav,go,0
../data/audio/go/030ec18b_nohash_0.wav,go,0
../data/audio/go/030ec18b_nohash_1.wav,go,0
../data/audio/go/035de8fe_nohash_0.wav,go,0
../data/audio/go/035de8fe_nohash_1.wav,go,0
../data/audio/go/037c445a_nohash_0.wav,go,0
../data/audio/go/0447d7c1_nohash_0.wav,go,0
../data/audio/go/0474c92a_nohash_0.wav,go,0
../data/audio/go/05cf43ef_nohash_0.wav,go,0
../data/audio/go/05d18852_nohash_0.wav,go,0
../data/audio/go/0616de09_nohash_0.wav,go,0
../data/audio/go/06a79a03_nohash_0.wav,go,0
../data/audio/go/070b49af_nohash_0.wav,go,0
../data/audio/go/079d1020_nohash_0.wav,go,0
../data/audio/go/07c5129e_nohash_0.wav,go,0
../data/audio/go/096456f9_nohash_1.wav,go,0
../data/audio/go/099d52ad_nohash_1.wav,go,0
../data/audio/go/099d52ad_nohash_4.wav,go,0
../data/audio/go/0a9f9af7_nohash_0.wav,go,0
../data/audio/go/0a9f9af7_nohash_1.wav,go,0
../data/audio/go/0ab3b47d_nohash_0.wav,go,0
../data/audio/go/0b77ee66_nohash_1.wav,go,0
../data/audio/go/0c2d2ffa_nohash_0.wav,go,0
../data/audio/go/0c40e715_nohash_1.wav,go,0
../data/audio/go/0cd323ec_nohash_0.wav,go,0
../data/audio/go/0d393936_nohash_1.wav,go,0
../data/audio/go/0d53e045_nohash_0.wav,go,0
../data/audio/go/0d53e045_nohash_1.wav,go,0
../data/audio/go/0e5193e6_nohash_0.wav,go,0
